"Date","jurisdiction","Cumulative Count","Cumulative Case Rate / 100,000"
2021-07-13,"TriCounty",4749,8347.7
2021-07-13,"Utah County",100157,15383.7
2021-07-13,"Wasatch County",4777,13532.6
2021-07-13,"Weber-Morgan",32557,11833.7
2021-07-14,"Bear River",22684,11972.8
2021-07-14,"Central Utah",9418,11367
2021-07-14,"Davis County",40593,11299.9
2021-07-14,"Salt Lake County",156003,13384.9
2021-07-14,"San Juan",1954,12789.6
2021-07-14,"Southeast Utah",3879,9530
2021-07-14,"Southwest Utah",30436,11641.1
2021-07-14,"Summit County",5712,13440.3
2021-07-14,"Tooele County",7852,10537.9
2021-07-14,"TriCounty",4764,8374.1
2021-07-14,"Utah County",100363,15415.3
2021-07-14,"Wasatch County",4781,13543.9
2021-07-14,"Weber-Morgan",32629,11859.9
2021-07-15,"Bear River",22713,11988.1
2021-07-15,"Central Utah",9432,11383.9
2021-07-15,"Davis County",40677,11323.3
2021-07-15,"Salt Lake County",156217,13403.2
2021-07-15,"San Juan",1954,12789.6
2021-07-15,"Southeast Utah",3883,9539.8
2021-07-15,"Southwest Utah",30501,11666
2021-07-15,"Summit County",5715,13447.4
2021-07-15,"Tooele County",7863,10552.7
2021-07-15,"TriCounty",4783,8407.5
2021-07-15,"Utah County",100544,15443.1
2021-07-15,"Wasatch County",4789,13566.6
2021-07-15,"Weber-Morgan",32674,11876.3
2021-07-16,"Bear River",22748,12006.6
2021-07-16,"Central Utah",9447,11402
2021-07-16,"Davis County",40739,11340.6
2021-07-16,"Salt Lake County",156422,13420.8
2021-07-16,"San Juan",1954,12789.6
2021-07-16,"Southeast Utah",3889,9554.6
2021-07-16,"Southwest Utah",30555,11686.7
2021-07-16,"Summit County",5719,13456.8
2021-07-16,"Tooele County",7875,10568.8
2021-07-16,"TriCounty",4800,8437.3
2021-07-16,"Utah County",100694,15466.2
2021-07-16,"Wasatch County",4792,13575.1
2021-07-16,"Weber-Morgan",32733,11897.7
2021-07-17,"Bear River",22778,12022.4
2021-07-17,"Central Utah",9460,11417.7
2021-07-17,"Davis County",40779,11351.7
2021-07-17,"Salt Lake County",156609,13436.9
2021-07-17,"San Juan",1954,12789.6
2021-07-17,"Southeast Utah",3892,9561.9
2021-07-17,"Southwest Utah",30591,11700.4
2021-07-17,"Summit County",5724,13468.6
2021-07-17,"Tooele County",7884,10580.8
2021-07-17,"TriCounty",4809,8453.2
2021-07-17,"Utah County",100821,15485.7
2021-07-17,"Wasatch County",4795,13583.6
2021-07-17,"Weber-Morgan",32785,11916.6
2021-07-18,"Bear River",22799,12033.5
2021-07-18,"Central Utah",9464,11422.5
2021-07-18,"Davis County",40827,11365.1
2021-07-18,"Salt Lake County",156737,13447.9
2021-07-18,"San Juan",1954,12789.6
2021-07-18,"Southeast Utah",3892,9561.9
2021-07-18,"Southwest Utah",30624,11713
2021-07-18,"Summit County",5727,13475.6
2021-07-18,"Tooele County",7897,10598.3
2021-07-18,"TriCounty",4817,8467.2
2021-07-18,"Utah County",100917,15500.4
2021-07-18,"Wasatch County",4801,13600.6
2021-07-18,"Weber-Morgan",32827,11931.9
2021-07-19,"Bear River",22821,12045.1
2021-07-19,"Central Utah",9486,11449.1
2021-07-19,"Davis County",40880,11379.8
2021-07-19,"Salt Lake County",156919,13463.5
2021-07-19,"San Juan",1957,12809.3
2021-07-19,"Southeast Utah",3904,9591.4
2021-07-19,"Southwest Utah",30668,11729.9
2021-07-19,"Summit County",5732,13487.4
2021-07-19,"Tooele County",7913,10619.8
2021-07-19,"TriCounty",4827,8484.8
2021-07-19,"Utah County",101054,15521.5
2021-07-19,"Wasatch County",4807,13617.6
2021-07-19,"Weber-Morgan",32877,11950.1
2021-07-20,"Bear River",22870,12071
2021-07-20,"Central Utah",9520,11490.1
2021-07-20,"Davis County",40966,11403.8
2021-07-20,"Salt Lake County",157162,13484.3
2021-07-20,"San Juan",1962,12842
2021-07-20,"Southeast Utah",3913,9613.5
2021-07-20,"Southwest Utah",30769,11768.5
2021-07-20,"Summit County",5740,13506.2
2021-07-20,"Tooele County",7928,10639.9
2021-07-20,"TriCounty",4867,8555.1
2021-07-20,"Utah County",101212,15545.7
2021-07-20,"Wasatch County",4818,13648.7
2021-07-20,"Weber-Morgan",32978,11986.8
2021-07-21,"Bear River",22920,12097.3
2021-07-21,"Central Utah",9538,11511.8
2021-07-21,"Davis County",41045,11425.8
2021-07-21,"Salt Lake County",157406,13505.3
2021-07-21,"San Juan",1968,12881.3
2021-07-21,"Southeast Utah",3926,9645.5
2021-07-21,"Southwest Utah",30835,11793.8
2021-07-21,"Summit County",5744,13515.6
2021-07-21,"Tooele County",7951,10670.8
2021-07-21,"TriCounty",4882,8581.5
2021-07-21,"Utah County",101430,15579.2
2021-07-21,"Wasatch County",4828,13677.1
2021-07-21,"Weber-Morgan",33045,12011.1
2021-07-22,"Bear River",22947,12111.6
2021-07-22,"Central Utah",9555,11532.3
2021-07-22,"Davis County",41129,11449.1
2021-07-22,"Salt Lake County",157653,13526.4
2021-07-22,"San Juan",1968,12881.3
2021-07-22,"Southeast Utah",3937,9672.5
2021-07-22,"Southwest Utah",30911,11822.8
2021-07-22,"Summit County",5748,13525
2021-07-22,"Tooele County",7970,10696.3
2021-07-22,"TriCounty",4902,8616.6
2021-07-22,"Utah County",101622,15608.7
2021-07-22,"Wasatch County",4836,13699.7
2021-07-22,"Weber-Morgan",33104,12032.6
2021-07-23,"Bear River",22969,12123.2
2021-07-23,"Central Utah",9579,11561.3
2021-07-23,"Davis County",41186,11465
2021-07-23,"Salt Lake County",157827,13541.4
2021-07-23,"San Juan",1969,12887.8
2021-07-23,"Southeast Utah",3947,9697.1
2021-07-23,"Southwest Utah",30986,11851.5
2021-07-23,"Summit County",5752,13534.4
2021-07-23,"Tooele County",7982,10712.4
2021-07-23,"TriCounty",4923,8653.5
2021-07-23,"Utah County",101797,15635.6
2021-07-23,"Wasatch County",4844,13722.4
2021-07-23,"Weber-Morgan",33183,12061.3
2021-07-24,"Bear River",22997,12138
2021-07-24,"Central Utah",9583,11566.1
2021-07-24,"Davis County",41226,11476.1
2021-07-24,"Salt Lake County",158000,13556.2
2021-07-24,"San Juan",1970,12894.4
2021-07-24,"Southeast Utah",3950,9704.4
2021-07-24,"Southwest Utah",31024,11866
2021-07-24,"Summit County",5754,13539.1
2021-07-24,"Tooele County",7987,10719.1
2021-07-24,"TriCounty",4942,8686.9
2021-07-24,"Utah County",101934,15656.6
2021-07-24,"Wasatch County",4853,13747.9
2021-07-24,"Weber-Morgan",33228,12077.6
2021-07-25,"Bear River",23014,12147
2021-07-25,"Central Utah",9586,11569.7
2021-07-25,"Davis County",41252,11483.4
2021-07-25,"Salt Lake County",158115,13566.1
2021-07-25,"San Juan",1971,12900.9
2021-07-25,"Southeast Utah",3952,9709.4
2021-07-25,"Southwest Utah",31052,11876.7
2021-07-25,"Summit County",5757,13546.2
2021-07-25,"Tooele County",7991,10724.4
2021-07-25,"TriCounty",4953,8706.3
2021-07-25,"Utah County",102009,15668.2
2021-07-25,"Wasatch County",4859,13764.9
2021-07-25,"Weber-Morgan",33267,12091.8
2021-07-26,"Bear River",23042,12161.7
2021-07-26,"Central Utah",9598,11584.2
2021-07-26,"Davis County",41317,11501.5
2021-07-26,"Salt Lake County",158328,13584.4
2021-07-26,"San Juan",1972,12907.4
2021-07-26,"Southeast Utah",3957,9721.6
2021-07-26,"Southwest Utah",31089,11890.9
2021-07-26,"Summit County",5761,13555.6
2021-07-26,"Tooele County",8003,10740.6
2021-07-26,"TriCounty",4972,8739.7
2021-07-26,"Utah County",102152,15690.1
2021-07-26,"Wasatch County",4878,13818.7
2021-07-26,"Weber-Morgan",33320,12111.1
2021-07-27,"Bear River",23082,12182.9
2021-07-27,"Central Utah",9616,11606
2021-07-27,"Davis County",41428,11532.4
2021-07-27,"Salt Lake County",158603,13608
2021-07-27,"San Juan",1974,12920.5
2021-07-27,"Southeast Utah",3960,9729
2021-07-27,"Southwest Utah",31149,11913.9
2021-07-27,"Summit County",5765,13565
2021-07-27,"Tooele County",8015,10756.7
2021-07-27,"TriCounty",5006,8799.4
2021-07-27,"Utah County",102323,15716.4
2021-07-27,"Wasatch County",4886,13841.4
2021-07-27,"Weber-Morgan",33413,12144.9
2021-07-28,"Bear River",23170,12229.3
2021-07-28,"Central Utah",9632,11625.3
2021-07-28,"Davis County",41551,11566.6
2021-07-28,"Salt Lake County",158959,13638.5
2021-07-28,"San Juan",1976,12933.6
2021-07-28,"Southeast Utah",3972,9758.5
2021-07-28,"Southwest Utah",31277,11962.8
2021-07-28,"Summit County",5773,13583.8
2021-07-28,"Tooele County",8043,10794.2
2021-07-28,"TriCounty",5026,8834.6
2021-07-28,"Utah County",102547,15750.8
2021-07-28,"Wasatch County",4898,13875.4
2021-07-28,"Weber-Morgan",33501,12176.9
2021-07-29,"Bear River",23229,12260.4
2021-07-29,"Central Utah",9664,11663.9
2021-07-29,"Davis County",41643,11592.2
2021-07-29,"Salt Lake County",159409,13677.1
2021-07-29,"San Juan",1977,12940.2
2021-07-29,"Southeast Utah",3980,9778.1
2021-07-29,"Southwest Utah",31382,12003
2021-07-29,"Summit County",5780,13600.3
2021-07-29,"Tooele County",8066,10825.1
2021-07-29,"TriCounty",5056,8887.3
2021-07-29,"Utah County",102827,15793.8
2021-07-29,"Wasatch County",4917,13929.2
2021-07-29,"Weber-Morgan",33603,12213.9
2021-07-30,"Bear River",23285,12290
2021-07-30,"Central Utah",9681,11684.4
2021-07-30,"Davis County",41722,11614.2
2021-07-30,"Salt Lake County",159745,13705.9
2021-07-30,"San Juan",1979,12953.3
2021-07-30,"Southeast Utah",3981,9780.6
2021-07-30,"Southwest Utah",31462,12033.6
2021-07-30,"Summit County",5788,13619.1
2021-07-30,"Tooele County",8088,10854.6
2021-07-30,"TriCounty",5081,8931.3
2021-07-30,"Utah County",103059,15829.4
2021-07-30,"Wasatch County",4930,13966
2021-07-30,"Weber-Morgan",33682,12242.7
2021-07-31,"Bear River",23313,12304.8
2021-07-31,"Central Utah",9702,11709.8
2021-07-31,"Davis County",41805,11637.3
2021-07-31,"Salt Lake County",160012,13728.8
2021-07-31,"San Juan",1980,12959.8
2021-07-31,"Southeast Utah",3983,9785.5
2021-07-31,"Southwest Utah",31527,12058.4
2021-07-31,"Summit County",5798,13642.7
2021-07-31,"Tooele County",8099,10869.4
2021-07-31,"TriCounty",5112,8985.8
2021-07-31,"Utah County",103224,15854.8
2021-07-31,"Wasatch County",4941,13997.2
2021-07-31,"Weber-Morgan",33773,12275.7
2021-08-01,"Bear River",23342,12320.1
2021-08-01,"Central Utah",9713,11723
2021-08-01,"Davis County",41845,11648.5
2021-08-01,"Salt Lake County",160179,13743.2
2021-08-01,"San Juan",1980,12959.8
2021-08-01,"Southeast Utah",3988,9797.8
2021-08-01,"Southwest Utah",31567,12073.7
2021-08-01,"Summit County",5803,13654.4
2021-08-01,"Tooele County",8105,10877.4
2021-08-01,"TriCounty",5120,8999.8
2021-08-01,"Utah County",103354,15874.8
2021-08-01,"Wasatch County",4952,14028.3
2021-08-01,"Weber-Morgan",33819,12292.5
2021-08-02,"Bear River",23374,12337
2021-08-02,"Central Utah",9730,11743.5
2021-08-02,"Davis County",41939,11674.6
2021-08-02,"Salt Lake County",160425,13764.3
2021-08-02,"San Juan",1980,12959.8
2021-08-02,"Southeast Utah",4005,9839.6
2021-08-02,"Southwest Utah",31629,12097.4
2021-08-02,"Summit County",5810,13670.9
2021-08-02,"Tooele County",8115,10890.9
2021-08-02,"TriCounty",5127,9012.1
2021-08-02,"Utah County",103514,15899.3
2021-08-02,"Wasatch County",4959,14048.2
2021-08-02,"Weber-Morgan",33890,12318.3
2021-08-03,"Bear River",23427,12364.9
2021-08-03,"Central Utah",9742,11758
2021-08-03,"Davis County",42078,11713.3
2021-08-03,"Salt Lake County",160800,13796.5
2021-08-03,"San Juan",1981,12966.4
2021-08-03,"Southeast Utah",4012,9856.8
2021-08-03,"Southwest Utah",31713,12129.6
2021-08-03,"Summit County",5822,13699.1
2021-08-03,"Tooele County",8139,10923.1
2021-08-03,"TriCounty",5134,9024.4
2021-08-03,"Utah County",103729,15932.4
2021-08-03,"Wasatch County",4971,14082.2
2021-08-03,"Weber-Morgan",33993,12355.7
2021-08-04,"Bear River",23500,12403.5
2021-08-04,"Central Utah",9766,11787
2021-08-04,"Davis County",42213,11750.9
2021-08-04,"Salt Lake County",161171,13828.3
2021-08-04,"San Juan",1982,12972.9
2021-08-04,"Southeast Utah",4022,9881.3
2021-08-04,"Southwest Utah",31775,12153.3
2021-08-04,"Summit County",5830,13718
2021-08-04,"Tooele County",8172,10967.4
2021-08-04,"TriCounty",5172,9091.2
2021-08-04,"Utah County",103941,15964.9
2021-08-04,"Wasatch County",4988,14130.3
2021-08-04,"Weber-Morgan",34103,12395.7
2021-08-05,"Bear River",23533,12420.9
2021-08-05,"Central Utah",9813,11843.7
2021-08-05,"Davis County",42311,11778.2
2021-08-05,"Salt Lake County",161459,13853
2021-08-05,"San Juan",1984,12986
2021-08-05,"Southeast Utah",4027,9893.6
2021-08-05,"Southwest Utah",31864,12187.3
2021-08-05,"Summit County",5835,13729.7
2021-08-05,"Tooele County",8203,11009
2021-08-05,"TriCounty",5195,9131.7
2021-08-05,"Utah County",104121,15992.6
2021-08-05,"Wasatch County",4992,14141.6
2021-08-05,"Weber-Morgan",34190,12427.3
2021-08-06,"Bear River",23596,12454.1
2021-08-06,"Central Utah",9833,11867.9
2021-08-06,"Davis County",42416,11807.4
2021-08-06,"Salt Lake County",161741,13877.2
2021-08-06,"San Juan",1989,13018.7
2021-08-06,"Southeast Utah",4028,9896.1
2021-08-06,"Southwest Utah",31950,12220.2
2021-08-06,"Summit County",5852,13769.7
2021-08-06,"Tooele County",8228,11042.5
2021-08-06,"TriCounty",5219,9173.8
2021-08-06,"Utah County",104352,16028
2021-08-06,"Wasatch County",5007,14184.1
2021-08-06,"Weber-Morgan",34256,12451.3
2021-08-07,"Bear River",23634,12474.2
2021-08-07,"Central Utah",9857,11896.8
2021-08-07,"Davis County",42484,11826.3
2021-08-07,"Salt Lake County",161955,13895.6
2021-08-07,"San Juan",1990,13025.3
2021-08-07,"Southeast Utah",4032,9905.9
2021-08-07,"Southwest Utah",32016,12245.5
2021-08-07,"Summit County",5856,13779.1
2021-08-07,"Tooele County",8250,11072
2021-08-07,"TriCounty",5228,9189.7
2021-08-07,"Utah County",104499,16050.6
2021-08-07,"Wasatch County",5016,14209.6
2021-08-07,"Weber-Morgan",34307,12469.8
2021-08-08,"Bear River",23667,12491.6
2021-08-08,"Central Utah",9870,11912.5
2021-08-08,"Davis County",42518,11835.8
2021-08-08,"Salt Lake County",162072,13905.6
2021-08-08,"San Juan",1990,13025.3
2021-08-08,"Southeast Utah",4036,9915.7
2021-08-08,"Southwest Utah",32056,12260.8
2021-08-08,"Summit County",5860,13788.6
2021-08-08,"Tooele County",8255,11078.8
2021-08-08,"TriCounty",5237,9205.5
2021-08-08,"Utah County",104605,16066.9
2021-08-08,"Wasatch County",5019,14218.1
2021-08-08,"Weber-Morgan",34341,12482.2
2021-08-09,"Bear River",23702,12510.1
2021-08-09,"Central Utah",9901,11949.9
2021-08-09,"Davis County",42583,11853.9
2021-08-09,"Salt Lake County",162299,13925.1
2021-08-09,"San Juan",1991,13031.8
2021-08-09,"Southeast Utah",4046,9940.3
2021-08-09,"Southwest Utah",32099,12277.2
2021-08-09,"Summit County",5866,13802.7
2021-08-09,"Tooele County",8264,11090.8
2021-08-09,"TriCounty",5243,9216
2021-08-09,"Utah County",104754,16089.8
2021-08-09,"Wasatch County",5028,14243.6
2021-08-09,"Weber-Morgan",34382,12497.1
2021-08-10,"Bear River",23754,12537.5
2021-08-10,"Central Utah",9937,11993.4
2021-08-10,"Davis County",42717,11891.2
2021-08-10,"Salt Lake County",162658,13955.9
2021-08-10,"San Juan",1992,13038.4
2021-08-10,"Southeast Utah",4056,9964.9
2021-08-10,"Southwest Utah",32175,12306.3
2021-08-10,"Summit County",5875,13823.9
2021-08-10,"Tooele County",8317,11162
2021-08-10,"TriCounty",5267,9258.2
2021-08-10,"Utah County",104976,16123.9
2021-08-10,"Wasatch County",5042,14283.3
2021-08-10,"Weber-Morgan",34497,12538.9
2021-08-11,"Bear River",23809,12566.6
2021-08-11,"Central Utah",9971,12034.4
2021-08-11,"Davis County",42841,11925.7
2021-08-11,"Salt Lake County",163091,13993
2021-08-11,"San Juan",1996,13064.5
2021-08-11,"Southeast Utah",4064,9984.5
2021-08-11,"Southwest Utah",32285,12348.3
2021-08-11,"Summit County",5886,13849.7
2021-08-11,"Tooele County",8358,11217
2021-08-11,"TriCounty",5286,9291.6
2021-08-11,"Utah County",105253,16166.4
2021-08-11,"Wasatch County",5051,14308.8
2021-08-11,"Weber-Morgan",34607,12578.9
2021-08-12,"Bear River",23837,12581.3
2021-08-12,"Central Utah",10000,12069.4
2021-08-12,"Davis County",42922,11948.3
2021-08-12,"Salt Lake County",163432,14022.3
2021-08-12,"San Juan",1999,13084.2
2021-08-12,"Southeast Utah",4069,9996.8
2021-08-12,"Southwest Utah",32345,12371.3
2021-08-12,"Summit County",5890,13859.1
2021-08-12,"Tooele County",8378,11243.8
2021-08-12,"TriCounty",5302,9319.7
2021-08-12,"Utah County",105430,16193.6
2021-08-12,"Wasatch County",5057,14325.8
2021-08-12,"Weber-Morgan",34715,12618.1
2021-08-13,"Bear River",23892,12610.4
2021-08-13,"Central Utah",10024,12098.4
2021-08-13,"Davis County",43024,11976.7
2021-08-13,"Salt Lake County",163765,14050.8
2021-08-13,"San Juan",2003,13110.4
2021-08-13,"Southeast Utah",4073,10006.6
2021-08-13,"Southwest Utah",32491,12427.1
2021-08-13,"Summit County",5913,13913.3
2021-08-13,"Tooele County",8429,11312.3
2021-08-13,"TriCounty",5307,9328.5
2021-08-13,"Utah County",105704,16235.7
2021-08-13,"Wasatch County",5071,14365.4
2021-08-13,"Weber-Morgan",34815,12654.5
2021-08-14,"Bear River",23953,12642.6
2021-08-14,"Central Utah",10048,12127.4
2021-08-14,"Davis County",43088,11994.5
2021-08-14,"Salt Lake County",164046,14075
2021-08-14,"San Juan",2005,13123.4
2021-08-14,"Southeast Utah",4077,10016.5
2021-08-14,"Southwest Utah",32576,12459.6
2021-08-14,"Summit County",5923,13936.8
2021-08-14,"Tooele County",8469,11366
2021-08-14,"TriCounty",5337,9381.3
2021-08-14,"Utah County",105908,16267
2021-08-14,"Wasatch County",5084,14402.3
2021-08-14,"Weber-Morgan",34874,12675.9
2021-08-15,"Bear River",23975,12654.2
2021-08-15,"Central Utah",10058,12139.4
2021-08-15,"Davis County",43126,12005.1
2021-08-15,"Salt Lake County",164209,14088.9
2021-08-15,"San Juan",2007,13136.5
2021-08-15,"Southeast Utah",4083,10031.2
2021-08-15,"Southwest Utah",32613,12473.8
2021-08-15,"Summit County",5927,13946.2
2021-08-15,"Tooele County",8479,11379.4
2021-08-15,"TriCounty",5339,9384.8
2021-08-15,"Utah County",105980,16278.1
2021-08-15,"Wasatch County",5090,14419.3
2021-08-15,"Weber-Morgan",34920,12692.6
2021-08-16,"Bear River",24014,12674.8
2021-08-16,"Central Utah",10097,12186.5
2021-08-16,"Davis County",43259,12042.1
2021-08-16,"Salt Lake County",164539,14117.3
2021-08-16,"San Juan",2007,13136.5
2021-08-16,"Southeast Utah",4104,10082.8
2021-08-16,"Southwest Utah",32716,12513.2
2021-08-16,"Summit County",5931,13955.6
2021-08-16,"Tooele County",8488,11391.5
2021-08-16,"TriCounty",5358,9418.2
2021-08-16,"Utah County",106176,16308.2
2021-08-16,"Wasatch County",5099,14444.8
2021-08-16,"Weber-Morgan",34982,12715.2
2021-08-17,"Bear River",24094,12717
2021-08-17,"Central Utah",10138,12236
2021-08-17,"Davis County",43404,12082.4
2021-08-17,"Salt Lake County",165038,14160.1
2021-08-17,"San Juan",2011,13162.7
2021-08-17,"Southeast Utah",4129,10144.2
2021-08-17,"Southwest Utah",32823,12554.1
2021-08-17,"Summit County",5943,13983.9
2021-08-17,"Tooele County",8579,11513.6
2021-08-17,"TriCounty",5376,9449.8
2021-08-17,"Utah County",106480,16354.9
2021-08-17,"Wasatch County",5110,14475.9
2021-08-17,"Weber-Morgan",35126,12767.5
2021-08-18,"Bear River",24152,12747.6
2021-08-18,"Central Utah",10176,12281.8
2021-08-18,"Davis County",43543,12121.1
2021-08-18,"Salt Lake County",165473,14197.4
2021-08-18,"San Juan",2019,13215.1
2021-08-18,"Southeast Utah",4138,10166.3
2021-08-18,"Southwest Utah",32933,12596.2
2021-08-18,"Summit County",5952,14005
2021-08-18,"Tooele County",8632,11584.7
2021-08-18,"TriCounty",5383,9462.1
2021-08-18,"Utah County",106758,16397.6
2021-08-18,"Wasatch County",5128,14526.9
2021-08-18,"Weber-Morgan",35245,12810.8
2021-08-19,"Bear River",24216,12781.4
2021-08-19,"Central Utah",10220,12335
2021-08-19,"Davis County",43683,12160.1
2021-08-19,"Salt Lake County",165831,14228.1
2021-08-19,"San Juan",2024,13247.8
2021-08-19,"Southeast Utah",4148,10190.9
2021-08-19,"Southwest Utah",33049,12640.6
2021-08-19,"Summit County",5969,14045
2021-08-19,"Tooele County",8647,11604.8
2021-08-19,"TriCounty",5409,9507.8
2021-08-19,"Utah County",106954,16427.7
2021-08-19,"Wasatch County",5143,14569.4
2021-08-19,"Weber-Morgan",35357,12851.5
2021-08-20,"Bear River",24273,12811.5
2021-08-20,"Central Utah",10257,12379.6
2021-08-20,"Davis County",43815,12196.9
2021-08-20,"Salt Lake County",166275,14266.2
2021-08-20,"San Juan",2030,13287.1
2021-08-20,"Southeast Utah",4158,10215.5
2021-08-20,"Southwest Utah",33140,12675.4
2021-08-20,"Summit County",5988,14089.7
2021-08-20,"Tooele County",8695,11669.3
2021-08-20,"TriCounty",5428,9541.2
2021-08-20,"Utah County",107181,16462.6
2021-08-20,"Wasatch County",5164,14628.9
2021-08-20,"Weber-Morgan",35461,12889.3
2021-08-21,"Bear River",24314,12833.1
2021-08-21,"Central Utah",10277,12403.7
2021-08-21,"Davis County",43905,12221.9
2021-08-21,"Salt Lake County",166562,14290.8
2021-08-21,"San Juan",2034,13313.3
2021-08-21,"Southeast Utah",4160,10220.4
2021-08-21,"Southwest Utah",33205,12700.2
2021-08-21,"Summit County",5999,14115.6
2021-08-21,"Tooele County",8722,11705.5
2021-08-21,"TriCounty",5446,9572.9
2021-08-21,"Utah County",107388,16494.4
2021-08-21,"Wasatch County",5177,14665.7
2021-08-21,"Weber-Morgan",35534,12915.8
2021-08-22,"Bear River",24360,12857.4
2021-08-22,"Central Utah",10285,12413.4
2021-08-22,"Davis County",43972,12240.6
2021-08-22,"Salt Lake County",166799,14311.2
2021-08-22,"San Juan",2037,13332.9
2021-08-22,"Southeast Utah",4166,10235.1
2021-08-22,"Southwest Utah",33266,12723.6
2021-08-22,"Summit County",6009,14139.2
2021-08-22,"Tooele County",8731,11717.6
2021-08-22,"TriCounty",5462,9601
2021-08-22,"Utah County",107491,16510.2
2021-08-22,"Wasatch County",5185,14688.4
2021-08-22,"Weber-Morgan",35605,12941.6
2021-08-23,"Bear River",24393,12874.8
2021-08-23,"Central Utah",10316,12450.8
2021-08-23,"Davis County",44088,12272.8
2021-08-23,"Salt Lake County",167255,14350.3
2021-08-23,"San Juan",2037,13332.9
2021-08-23,"Southeast Utah",4197,10311.3
2021-08-23,"Southwest Utah",33359,12759.1
2021-08-23,"Summit County",6027,14181.5
2021-08-23,"Tooele County",8749,11741.7
2021-08-23,"TriCounty",5482,9636.1
2021-08-23,"Utah County",107714,16544.4
2021-08-23,"Wasatch County",5199,14728
2021-08-23,"Weber-Morgan",35686,12971.1
2021-08-24,"Bear River",24462,12911.2
2021-08-24,"Central Utah",10399,12551
2021-08-24,"Davis County",44255,12319.3
2021-08-24,"Salt Lake County",167805,14397.5
2021-08-24,"San Juan",2043,13372.2
2021-08-24,"Southeast Utah",4207,10335.8
2021-08-24,"Southwest Utah",33484,12806.9
2021-08-24,"Summit County",6036,14202.7
2021-08-24,"Tooele County",8826,11845.1
2021-08-24,"TriCounty",5523,9708.2
2021-08-24,"Utah County",107982,16585.6
2021-08-24,"Wasatch County",5222,14793.2
2021-08-24,"Weber-Morgan",35834,13024.9
2021-08-25,"Bear River",24539,12951.9
2021-08-25,"Central Utah",10454,12617.4
2021-08-25,"Davis County",44444,12371.9
2021-08-25,"Salt Lake County",168282,14438.4
2021-08-25,"San Juan",2046,13391.8
2021-08-25,"Southeast Utah",4225,10380.1
2021-08-25,"Southwest Utah",33592,12848.2
2021-08-25,"Summit County",6040,14212.1
2021-08-25,"Tooele County",8867,11900.1
2021-08-25,"TriCounty",5554,9762.7
2021-08-25,"Utah County",108324,16638.1
2021-08-25,"Wasatch County",5232,14821.5
2021-08-25,"Weber-Morgan",35964,13072.1
2021-08-26,"Bear River",24602,12985.1
2021-08-26,"Central Utah",10514,12689.8
2021-08-26,"Davis County",44573,12407.9
2021-08-26,"Salt Lake County",168784,14481.5
2021-08-26,"San Juan",2049,13411.4
2021-08-26,"Southeast Utah",4239,10414.5
2021-08-26,"Southwest Utah",33668,12877.3
2021-08-26,"Summit County",6055,14247.4
2021-08-26,"Tooele County",8915,11964.5
2021-08-26,"TriCounty",5610,9861.1
2021-08-26,"Utah County",108539,16671.1
2021-08-26,"Wasatch County",5237,14835.7
2021-08-26,"Weber-Morgan",36073,13111.7
2021-08-27,"Bear River",24680,13026.3
2021-08-27,"Central Utah",10569,12756.2
2021-08-27,"Davis County",44733,12452.4
2021-08-27,"Salt Lake County",169275,14523.6
2021-08-27,"San Juan",2058,13470.3
2021-08-27,"Southeast Utah",4261,10468.5
2021-08-27,"Southwest Utah",33830,12939.3
2021-08-27,"Summit County",6074,14292.1
2021-08-27,"Tooele County",9006,12086.6
2021-08-27,"TriCounty",5646,9924.4
2021-08-27,"Utah County",108864,16721.1
2021-08-27,"Wasatch County",5255,14886.7
2021-08-27,"Weber-Morgan",36200,13157.9
2021-08-28,"Bear River",24755,13065.9
2021-08-28,"Central Utah",10599,12792.4
2021-08-28,"Davis County",44867,12489.7
2021-08-28,"Salt Lake County",169635,14554.5
2021-08-28,"San Juan",2062,13496.5
2021-08-28,"Southeast Utah",4272,10495.5
2021-08-28,"Southwest Utah",33918,12972.9
2021-08-28,"Summit County",6088,14325
2021-08-28,"Tooele County",9037,12128.2
2021-08-28,"TriCounty",5690,10001.8
2021-08-28,"Utah County",109107,16758.4
2021-08-28,"Wasatch County",5264,14912.2
2021-08-28,"Weber-Morgan",36272,13184.1
2021-08-29,"Bear River",24781,13079.6
2021-08-29,"Central Utah",10613,12809.3
2021-08-29,"Davis County",44930,12507.2
2021-08-29,"Salt Lake County",169858,14573.6
2021-08-29,"San Juan",2064,13509.6
2021-08-29,"Southeast Utah",4281,10517.7
2021-08-29,"Southwest Utah",33980,12996.6
2021-08-29,"Summit County",6101,14355.6
2021-08-29,"Tooele County",9047,12141.7
2021-08-29,"TriCounty",5705,10028.1
2021-08-29,"Utah County",109214,16774.8
2021-08-29,"Wasatch County",5278,14951.8
2021-08-29,"Weber-Morgan",36308,13197.2
2021-08-30,"Bear River",24857,13119.7
2021-08-30,"Central Utah",10664,12870.8
2021-08-30,"Davis County",45039,12537.6
2021-08-30,"Salt Lake County",170242,14606.6
2021-08-30,"San Juan",2067,13529.3
2021-08-30,"Southeast Utah",4315,10601.2
2021-08-30,"Southwest Utah",34101,13042.9
2021-08-30,"Summit County",6113,14383.9
2021-08-30,"Tooele County",9061,12160.5
2021-08-30,"TriCounty",5767,10137.1
2021-08-30,"Utah County",109462,16812.9
2021-08-30,"Wasatch County",5285,14971.7
